교과목명,학정번호,학점
회로이론및실습,MBE2004,3
생체신호및시스템,MBE2010,3
공학확률,MBE2012,3
디지털시스템및실험,MBE2015,3
전자회로및실습,MBE2018,3
바이오공학,MBE2020,3
기초실험(1),MBE2022,3
기초실험(2),MBE2023,3
의료영상학1,MBE3019,3
고급컴퓨터프로그래밍,MBE3020,3
세포역학,MBE3027,3
마이크로프로세서및실험,MBE3028,3
디지탈신호처리,MBE3029,3
의용계측,MBE3030,3
생체역학,MBE3037,3
생화학,MBE3039,3
기업실무(1)ⓟ,MBE3041,1
기업실무(2)ⓟ,MBE3042,1
기업실무(3)ⓟ,MBE3043,1
기업실무(4)ⓟ,MBE3044,1
바이오기계공학,MBE3045,3
의공학논술,MBE3047,3
캡스톤디자인,MBE3051,3
의공종합설계실험1,MBE3053,3
생체유기화학,MBE3055,3
의공데이터분석,MBE3058,3
의공학을위한기계학습,MBE3059,3
생체동역학,MBE3060,3
생체유체역학,MBE3061,3
열역학,MBE3062,3
의광학시스템설계,MBE3063,3
STEAM종합설계,MBE3064,3
바이오센서공학,MBE4009,3
바이오멤스의응용,MBE4010,3
학부연구(1)ⓟ,MBE4013,2
학부연구(2)ⓟ,MBE4014,2
학부연구(3)ⓟ,MBE4015,2
학부연구(4)ⓟ,MBE4016,2
심혈관생체역학,MBE4019,3
의용로봇공학,MBE4020,3
스포츠유전학,MBE4021,3
인문사회의학,MED2102,3
의학통계학,MED2104,3
인체유전학,MED2130,3
데이터 사이언스,MED2131,3
인문사회의학,MED2181,4
동물실험과 중개의학,MED2202,3
미래의학과 국제보건,MED2219,3
논문작성의 실제,MED2223,3
의학물리,MED2237,3
미리 경험하는 임상추론,MED2238,2
초심자를 위한 내과잘환 입문,MED2239,2
세포분자생물학,MED2243,3
의료영상의 이해,MED2244,2
의공학의 이해,MED2245,3
보건의료의 협력적 탐구,MED2248,2
초심자를 위한 연구멘토링,MED2285,3
실험의학,MED2291,1
실험의학,MED2292,2
채플(3),MED2301,0.5
채플(4),MED2302,0.5
학습공동체통합역량,MED3142,1
의학연구입문,MED3181,2
발달시험,MED3191,1
채플,MED3401,1
채플,MED3402,2
세포대사와분자생물,MED3501,6
세포와조직,MED3502,3.5
약리학,MED3503,3.5
면역과병인기전,MED3504,3.5
감염학,MED3505,9
임상의학입문,MED3506,4
근육과골격,MED3507,4
두경부,MED3508,3
호흡,MED3509,4
혈액학,MED3510,2.5
심장과순환,MED3511,6
소화와흡수,MED3512,6.5
인체구조학실습,MED3513,3
DMH,MED3551,1
Doctoring Practicum,MED3552,1
DMH,MED3553,2
Doctoring Practicum,MED3554,2
학습공동체통합역량,MED4142,2
발달시험,MED4191,2
채플,MED4401,3
신장과비뇨생식,MED4501,5
임상면역과피부,MED4502,2.5
여성과소아,MED4503,5.5
내분비,MED4504,3
신경,MED4505,7.5
정신,MED4506,3
건강과사회,MED4507,4
임상실습입문,MED4508,1
DMH,MED4551,3
Doctoring Practicum,MED4552,3
임상실기,MED5111,1
학습공동체통합역량,MED5142,3
발달시험,MED5191,3
채플,MED5402,4
인문사회의학실습,MED5552,2
연구집중과정,MED5581,12
선택심화과정,MED5611,1
선택심화과정,MED5621,2
선택심화과정,MED5631,3
선택심화과정,MED5641,4
선택심화과정,MED5651,5
선택심화과정,MED5661,6
임상종합추론,MED6101,3
학습공동체통합역량,MED6142,4
학생인턴,MED6161,4
발달시험,MED6191,4
선택임상실습,MED6601,1
선택임상실습,MED6602,2
임상실기,MED6661,2
연구멘토링,MED7185,1
심화연구멘토링,MED8385,1
코어임상실습,MED8501,1
코어임상실습,MED8502,2
코어임상실습,MED8503,3
코어임상실습,MED8504,4
임상인문사회의학,MED8551,1
임상인문사회의학,MED8552,2
의광학이론및실험,MEE3008,3
의료영상신호처리,MEE3010,3
생체전기자기현상,MEE3011,3
의료전자시스템및실험,MEE3014,3
의광학응용,MEE4004,3
고급Visual프로그래밍,MEE4008,3
UT세미나ⓟ,MEU2002,1
기계공학실험(1),MEU2105,3
고체역학,MEU2600,3
열역학,MEU2610,3
컴퓨터응용기계설계,MEU2620,3
유체역학,MEU2640,3
동역학,MEU2650,3
스페셜토픽ⓟ,MEU2900,1
환경기계공학,MEU3001,3
메카니즘설계,MEU3002,3
공학수치해석,MEU3003,3
바이오의료기계,MEU3004,3
기계공학실험(2),MEU3005,3
학부연구(1)ⓟ,MEU3006,1
학부연구(2)ⓟ,MEU3007,1
마이크로기계시스템,MEU3010,3
에너지동력공학,MEU3011,3
광공학,MEU3012,3
정형생산시스템,MEU3013,3
메카트로닉스,MEU3014,3
전자기학및응용,MEU3015,3
재료거동학,MEU3301,3
응용고체역학,MEU3600,3
응용열역학,MEU3610,3
생산공학,MEU3620,3
기계요소설계,MEU3630,3
응용유체역학,MEU3640,3
열전달,MEU3650,3
공학재료,MEU3660,3
기계진동,MEU3670,3
기계시스템제어,MEU3680,3
생체역학,MEU3700,3
나노기계공학,MEU3710,3
컴퓨터해석기반설계,MEU3801,3
기계공학세미나(1)ⓟ,MEU4001,3
기계공학세미나(2)ⓟ,MEU4002,3
창의제품설계(종합설계),MEU4300,3
연구논문,MEU4400,3
경영학의이해,MGT1001,3
재무회계원리,MGT1002,3
경영통계,MGT2001,3
조직행동론,MGT2007,3
경영과학,MGT2008,3
창업론,MGT2014,3
조직개발론,MGT3002,3
선물과옵션,MGT3003,3
하이테크마케팅,MGT3004,3
디지털마케팅,MGT3005,3
원가회계,MGT3011,3
기업과사회,MGT3012,3
인적자원관리,MGT3013,3
기업금융론,MGT3014,3
재무관리,MGT3016,3
관리회계,MGT3018,3
마케팅전략,MGT3019,3
소비자행동론,MGT3020,3
경영전략,MGT3023,3
경영혁신론,MGT3024,3
광고론,MGT3027,3
투자론,MGT3028,3
품질경영,MGT3029,3
국제경영론,MGT3030,3
유통경로론,MGT3031,3
인간관계론,MGT3032,3
서비스마케팅,MGT3034,3
경영의사결정,MGT3036,3
공급체인경영,MGT3039,3
브랜드관리론,MGT3042,3
운영관리,MGT3044,3
관리회계원리,MGT3047,3
마케팅,MGT3048,3
경영정보시스템,MGT3049,3
동아시아경제금융환경9),MGT3050,3
중급회계(1),MGT3051,3
중급회계(2),MGT3052,3
창업금융론,MGT3054,3
무역실무,MGT3056,3
세무회계(1),MGT3062,3
세무회계(2),MGT3063,3
금융실무,MGT3069,3
금융시장론,MGT3070,3
마케팅조사론,MGT3071,3
보험론,MGT3072,3
채용과인사에관한법률과실무,MGT3073,3
회사법,MGT3074,3
서비스경영,MGT3075,3
기업가정신,MGT3076,3
프로페셔널커뮤니케이션,MGT3085,3
핀테크경영,MGT3092,3
호스피탈리티서비스매니지먼트,MGT3094,3
파이썬을활용한글로벌자산운용,MGT3098,3
상업교육과정,MGT3100,3
소셜미디어와빅데이터분석,MGT3101,3
공공기관채용에대한이해,MGT3103,1
디지털혁신과SDGs전략,MGT3107,3
ESG투자와지배구조리스크,MGT3108,3
스마트모빌리티서비스의이해,MGT3109,3
데이터기반모빌리티정책분석,MGT3110,3
리테일경영과인공지능활용,MGT3111,3
글로벌마케팅,MGT4003,3
연구조사방법론,MGT4004,3
국제재무,MGT4006,3
회계감사,MGT4008,3
기업윤리,MGT4009,3
경영리더십,MGT4010,3
전략경영컨설팅,MGT4017,3
경영인공지능,MGT4019,3
디자인씽킹을통한신상품개발,MGT4022,3
고급회계,MGT4023,3
기업지배구조와회계,MGT4024,3
원가회계연습,MGT4025,3
재무회계연습,MGT4026,3
갈등과협상,MGT4027,3
의사결정과정보기술(캡스톤디자인),MGT4028,3
재무제표분석과가치평가,MGT4030,3
채권시장론,MGT4031,3
창업마케팅,MGT4036,3
창업캡스톤디자인,MGT4037,3
현대파생상품시장,MGT4040,3
사회적기업과창업,MGT4044,3
사업계획서작성법,MGT4047,3
정부회계,MGT4048,3
창업실무,MGT4049,3
비영리회계,MGT4054,3
경영의사결정을위한딥러닝,MGT4055,3
지속가능비즈니스모델,MGT4057,3
인공지능부동산분석,MGT4059,3
지속가능경영,MGT4201,3
웹프로그래밍,MIS2004,3
비즈니스프로그래밍,MIS3006,3
생산정보시스템,MIS3015,3
고객데이터분석,MIS3029,3
e-비즈니스,MIS3030,3
전략정보시스템,MIS4007,3
고객관계관리기법,MIS4013,3
ERP시스템,MIS4015,3
재활공학,MRE3001,3
CAD종합설계,MRE3004,3
초음파의료기기,MRE4002,3
유한요소해석,MRE4004,3
가상생체해석및실험,MRE4005,3
동작분석,MRE4006,3
생체재료,MRE4007,3
생체전달이론,MRE4008,3
조직공학,MRE4009,3
뇌신경공학,MRE4010,3
마스터클래스,MSC3001,2
신소재공학입문,MST2100,3
재료수학(2),MST2120,3
고체화학,MST2130,3
재료과학(1),MST2210,3
재료과학(2),MST2220,3
재료열역학(1),MST2230,3
재료열역학(2),MST2240,3
결정학,MST2260,3
재료공학기초실험,MST2310,3
고체물리,MST3110,3
상평형및전이론,MST3220,3
재료연구,MST3310,3
재료연구2:캡스톤디자인,MST3320,3
재료의전자기적성질,MST3410,3
재료의기계적성질,MST3420,3
재료의광학적성질,MST3430,3
이동현상론,MST3450,3
재료계면공학,MST3460,3
재료역학,MST3470,3
재료반응속도론,MST3490,3
고분자구조설계학,MST3500,3
전산재료학,MST3510,3
반도체공학,MST3520,3
세라믹물성론,MST3530,3
소결공학,MST3540,3
X-선회절분석론,MST3550,3
생물유기재료공학,MST3560,3
재료유기화학,MST3610,3
반도체공정,MST3620,3
의료소재및소자,MST3630,3
재료의전기화학,MST3640,3
세라믹개론,MST3650,3
웨어러블전자소자,MST3660,3
재료무기화학,MST3670,3
ICT융합소자기초,MST3680,3
창의종합설계,MST4310,3
졸업논문,MST4320,3
재료가공공정,MST4450,3
콜로이드공정,MST4470,3
정보저장재료,MST4480,3
마이크로시스템공학,MST4490,3
나노재료,MST4510,3
자성재료,MST4540,3
전자세라믹스,MST4550,3
바이오재료,MST4570,3
나노소자,MST4580,3
반도체소자,MST4610,3
연료전지공학,MST4620,3
철강재료,MST4630,3
에너지저장재료,MST4660,3
재료공학특강(2),MST4800,3
재료소성론,MST4810,3
생명신소재공학,MST4820,3
고온물리화학및환경,MST4840,3
생체모방공학,MST4870,3
나노소재제조공정,MST4890,3
에너지하베스팅시스템,MST4900,3
전자소자및회로,MST4910,3
광전자재료및소자,MST4920,3
에너지바이오메디컬공학,MST4930,3
응용해석및연습(1),MTH2001,3
응용해석및연습(2),MTH2002,3
보험수학,MTH3006,3
해석학,MTH3020,3
ELECTROMAGNETIC THEORY,NSE2001,3
INTRODUCTION TO NANOTECHNOLOGY AND LABORATORY,NSE2002,3
SOLID STATE CHEMISTRY,NSE2003,3
"POLYMER SCIENCE, ENGINEERING AND LABORATORY",NSE2006,3
FUNDAMENTALS OF MATERIALS SCIENCE AND ENGINEERING,NSE2007,3
NANO CHARACTERIZATION,NSE3001,3
THERMODYNAMICS (1),NSE3006,3
ADVANCED NANOSCIENCE,NSE3010,3
NANO-BIO ANALYTICAL METHODS,NSE3012,3
NANOCATALYSIS,NSE3015,3
NSE SENIOR THESIS,NSE4001,3
NANOMATERIALS,NSE4004,3
METHODS IN NANOSCALE SYNTHESIS,NSE4007,3
기초간호과학I,NUR1105,2
간호학의이해,NUR1109,2
글로벌사회와건강,NUR1110,1
약리학,NUR2006,2
건강사정실습,NUR2012,1
병태생리학,NUR2013,3
기초간호과학II,NUR2022,3
임상간호실습입문I,NUR2023,2
임상간호실습입문II,NUR2024,2
건강사정,NUR2025,2
건강증진과교육,NUR2026,3
의사소통론I,NUR2101,2
가족건강,NUR2111,2
성장발달,NUR2401,2
간호학III,NUR3005,3
간호학IV,NUR3006,2
간호학V,NUR3007,3
통합간호실습Ⅰ,NUR3012,5
통합간호실습II,NUR3013,5
간호학Ⅰ,NUR3101,3
간호학II,NUR3102,4
의사소통론II,NUR3113,1
지역사회간호학,NUR3114,3
통합간호실습III,NUR4006,6
노인간호학,NUR4008,2
만성질환자관리,NUR4009,2
발달장애아동관리,NUR4011,2
삶과죽음,NUR4012,2
중환자관리,NUR4013,2
보건의료정책과간호,NUR4014,2
국제간호의이해Ⅱ,NUR4018,2
국제간호의이해Ⅰ,NUR4019,1
국제간호의이해III,NUR4020,1
유전과행동,NUR4032,2
임상추론,NUR4034,1
환자안전,NUR4110,2
영양과식이,NUR4112,2
리더십개발,NUR4115,2
간호관리학,NUR4117,3
간호윤리와법,NUR4118,2
통계학,NUR4119,2
간호와정보,NUR4121,2
통일과간호,NUR4123,2
(CBL)건강한노화디자인,NUR4124,2
여성건강,NUR4202,2
통합간호실습IV,NUR4203,5
근거기반간호와연구,NUR4205,3
보건교과교육론,NUR5105,2
채플(3),NUR5113,0.5
보건교과교재연구지도법,NUR5116,3
정부와행정,PAD1001,3
행정학원강(1),PAD3001,3
도시계획론,PAD3002,3
행정법(1),PAD3003,3
정부개혁론,PAD3004,3
지역개발론,PAD3005,3
비교정책론,PAD3006,3
복지정책론,PAD3007,3
정보통신정책론,PAD3008,3
환경정책론,PAD3011,3
한국정부론,PAD3012,3
조직론,PAD3013,3
행정사,PAD3014,3
관료제도론,PAD3015,3
행정통계학,PAD3016,3
헌법과행정(1),PAD3017,3
인사행정론,PAD3018,3
재무행정론,PAD3019,3
행정관리론,PAD3020,3
정책형성·집행론,PAD3021,3
정부와NGO,PAD3022,3
지방행정론,PAD3023,3
공기업론,PAD3024,3
도시행정론,PAD3025,3
조사방법론,PAD3026,3
행정실무연습(1),PAD3027,3
기획론,PAD3028,3
한국행정론,PAD3029,3
정부예산론,PAD3030,3
인구및도시화론,PAD3031,3
조직행태론,PAD3033,3
전자정부론,PAD3034,3
헌법과행정(2),PAD3035,3
공공부문이론과행정,PAD3036,3
공공정책평가론,PAD3037,3
경찰행정학,PAD3039,3
공공리더십의이해,PAD3041,3
상황판단과행정학,PAD3044,3
북한정치와정책및한반도평화,PAD3045,3
통일정책론,PAD3046,3
자료해석과행정학,PAD3047,3
보건의료정책론,PAD3048,3
MEDICI 장기 현장실습,PAD3049,9
형법총론,PAD3050,3
프로그래밍기초,PAD3053,3
APP프로그래밍입문,PAD3054,3
규제정책론,PAD3055,3
공공과민간기업의지속가능경영,PAD3056,3
지방 행∙재정의 이해 및 실무분석,PAD3057,3
영화로탐구하는국가와거버넌스,PAD3058,3
지방정책특론,PAD3059,3
정책시뮬레이션,PAD4002,3
행정학세미나,PAD4003,3
행정철학,PAD4006,3
정책학(2),PAD4007,3
행정사례연구,PAD4008,3
재정분석론,PAD4009,3
행정법(2),PAD4011,3
문화정책론,PAD4012,3
젠더정책론,PAD4013,3
산·관·학협력과캡스톤디자인(1),PAD4015,3
산·관·학협력과캡스톤디자인(2),PAD4016,3
헌법총론,PBL2101,3
형법총론,PBL2301,3
불법행위법,PBL3202,3
수영교수법(1),PED1101,1
생존스포츠(1),PED1103,1
배드민턴교수법,PED1105,1
신체적성(1),PED1107,1
체육원리,PED1109,3
체조교수법(1),PED1110,1
축구교수법,PED1111,1
테니스지도법(1),PED1113,1
하계훈련,PED1114,1
한국무용교수법,PED1115,1
육상교수법(1),PED1118,1
농구교수법(1),PED1120,1
전문실기,PED1801,3
트레이닝이론,PED1803,3
응급처치지도법,PED1804,3
주니어세미나ⓟ,PED2001,1
농구교수법(2),PED2101,1
배구교수법(2),PED2102,1
생존스포츠(2),PED2103,1
체조교수법(2),PED2106,1
테니스지도법(2),PED2107,1
육상교수법(2),PED2108,1
신체적성(2),PED2109,1
수영교수법(2),PED2110,1
산악자전거,PED2113,1
인명구조및구급법,PED2201,3
운동생리학(1),PED2202,3
운동역학(1),PED2203,3
해부학적기능학,PED2204,3
스포츠심리학3),PED2205,3
운동생리학(2),PED2402,3
교육심리,PED2502,3
트레이닝실습지도법(1),PED2802,3
체력육성실습,PED2804,3
현대무용교수법,PED2806,1
요가교수법,PED2808,1
마음근력키우기,PED2809,3
신체적성(3),PED3101,1
건강교육,PED3201,3
체육교육론,PED3202,3
운동상해기전및평가3),PED3203,3
체육철학및역사,PED3204,3
체육측정평가,PED3205,3
스포츠재활훈련,PED3208,3
체육교과교육과정및평가,PED3210,3
근골격구조학,PED3211,3
경기평가론,PED3801,3
심리기술훈련론,PED3805,3
배구교수법(1),PED3806,1
동계스포츠교수법(1),PED4112,1
졸업평가,PED4201,3
운동역학(2),PED4204,3
운동역학실험,PED4205,2
운동학습및제어,PED4206,3
체육교재연구및지도법,PED4207,3
생리학적훈련론,PED4208,3
운동기술지도론,PED4210,3
운동생리실험,PED4211,2
경기분석방법,PED4803,3
지도자자질론,PED4804,3
핸드볼교수법(1),PED4805,1
골프교수법(1),PED4806,1
골프교수법(2),PED4807,1
운동실기,PED4808,3
심폐재활학,PHB3002,3
스포츠물리치료학,PHB3006,3
임상운동학,PHB3007,3
근골격계측정및평가,PHB3008,3
신경측정및평가,PHB3009,3
노인재활,PHB3010,3
아동발달,PHB3011,3
신경재활운동학,PHB3012,3
아동운동재활학,PHB3013,3
연구방법론,PHB3014,3
근골격재활운동,PHB3021,3
물리치료세미나,PHB4001,3
운동조절학,PHB4003,3
아동재활현장실무,PHB4005,3
장애아동의이해,PHB4006,3
의지보조기학,PHB4007,3
운동치료학,PHB4008,3
바이러스학,PHC3001,3
세포생물학,PHC3003,3
임상생화학,PHC3005,3
미생물학,PHC3006,3
분자생물학,PHC3007,3
혈청학,PHC3010,3
면역학,PHC3011,3
임상유전학,PHC3013,3
임상혈액학,PHC3014,3
진단분자유전학,PHC3015,3
진단미생물학,PHC3016,3
임상핵의학,PHC3018,3
분자진단과학실험(2),PHC3025,3
기능조직학,PHC3028,3
생리학,PHC3029,3
의학용어,PHC3033,3
실험동물학,PHC3034,3
분자진단과학실험(1),PHC4001,3
세미나,PHC4004,3
감염병학,PHC4006,3
헬스케어빅데이터입문,PHF3001,3
R을이용한통계학,PHF3002,3
회귀분석입문,PHF3003,3
헬스케어컴퓨팅사고,PHF3004,3
파이썬활용,PHF3005,3
통계패키지활용,PHF3006,3
통계자료분석방법론,PHF4002,3
탐색적자료분석의활용,PHF4003,3
데이터마이닝방법론,PHF4004,3
빅데이터분석방법론,PHF4005,3
인공지능의활용,PHF4006,3
서양철학의이해,PHI1001,3
동양의가치와철학,PHI1002,3
직업윤리,PHI2003,1
NCS기반공통직무,PHI2004,3
그리스철학의근본개념들,PHI2101,3
영화철학,PHI2107,3
낭만주의철학,PHI2108,3
논증과토론,PHI2109,3
사회과학의철학,PHI2110,3
중국고대철학,PHI2151,3
서양중세철학사,PHI2201,3
플라톤철학,PHI2204,3
예술철학,PHI2206,3
동서비교철학,PHI2207,3
동아시아철학의문제들,PHI2253,3
서양고대철학사,PHI2254,3
인도철학,PHI2255,3
인식론,PHI2256,3
서양윤리학사,PHI2257,3
서양미학사,PHI2258,3
논리학,PHI2259,3
철학교육방법론,PHI2260,3
중국근세철학,PHI2261,3
철학원전강독(1),PHI2262,3
철학원전강독(2),PHI2263,3
디지털시대의철학적이해,PHI2264,3
아리스토텔레스철학,PHI3102,3
영국경험론,PHI3103,3
도가철학,PHI3151,3
한국유학사상,PHI3153,3
유가철학,PHI3154,3
중국철학사,PHI3156,3
칸트철학,PHI3201,3
정치철학,PHI3202,3
헤겔철학,PHI3208,3
윤리학,PHI3213,3
서양근대철학사,PHI3214,3
대륙합리론,PHI3219,3
사회비판이론,PHI3220,3
현대프랑스미학,PHI3230,3
신유학,PHI3252,3
서양중세철학특강,PHI3259,3
종교철학특강,PHI3260,3
철학라틴어,PHI3261,3
논리철학,PHI3262,3
역사철학,PHI3263,3
심리철학,PHI3264,3
유가경전의이해,PHI3265,3
중국중세철학,PHI3266,3
현대윤리학,PHI3267,3
중국근현대철학,PHI3268,3
언어철학,PHI3269,3
동아시아예술철학,PHI3270,3
문화철학,PHI3271,3
화엄철학,PHI3272,3
서양근대철학특강,PHI3273,3
불교철학사,PHI3274,3
서양철학특강(1),PHI3275,3
서양철학특강(2),PHI3276,3
철학그리스어,PHI3277,3
비판적사고와논술,PHI3278,3
이황과이이철학의비교,PHI3279,3
중국철학강독,PHI3280,3
여성주의철학,PHI3281,3
현대형이상학,PHI4107,3
수학철학,PHI4108,3
선불교,PHI4109,3
법철학,PHI4110,3
헤겔미학,PHI4111,3
해석학,PHI4113,3
위진현학,PHI4114,3
남북한한국철학사의쟁점,PHI4116,3
현대인식론,PHI4119,3
조선성리학과실학,PHI4151,3
도교사상사,PHI4152,3
과학철학,PHI4203,3
현대영미철학,PHI4205,3
현대프랑스철학,PHI4206,3
텍스트의철학,PHI4209,3
현상학,PHI4210,3
생명의료윤리,PHI4211,3
현대철학의문제들,PHI4212,3
중국현대철학,PHI4251,3
현대동서철학의문제들,PHI4253,3
그리스-로마시대의철학과문화,PHI4254,3
독일근현대철학,PHI4255,3
그리스철학특강,PHI4256,3
불교철학특강,PHI4258,3
불교와양명철학,PHI4261,3
토마스아퀴나스철학,PHI4262,3
사서의철학,PHI4263,3
사회철학,PHI4265,3
형이상학,PHI4266,3
응용윤리학,PHI4267,3
종교철학,PHI4268,3
제자백가철학,PHI4269,3
분석철학,PHI4270,3
존재론,PHI4271,3
동아시아철학특강,PHI4272,3
예술철학의문제,PHI4273,3
한국불교철학,PHI4274,3
약학개론,PHM1001,1
약품생화학(1),PHM2001,3
유기약화학(1),PHM2002,3
약품생화학(2),PHM2003,3
유기약화학(2),PHM2004,3
해부학,PHM3002,3
약학실험(1),PHM3003,3
생리학,PHM3004,3
분자생물학,PHM3006,3
보건사회약학,PHM3007,3
의약품합성학,PHM3008,3
생약학,PHM3009,3
약학실험(2),PHM3011,3
병리학,PHM3013,3
약리학(1),PHM3014,3
미생물학,PHM3015,3
약학실험(3),PHM3016,3
물리약학,PHM3017,3
면역학,PHM3019,3
약리학(2),PHM3023,3
약제학,PHM3024,3
독성학,PHM3025,3
의약품행정학,PHM3027,3
임상약학개론,PHM3028,3
약학실험(4),PHM3029,3
의약통계학,PHM3030,3
생물약제학,PHM3031,3
